State,Message
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 �1.50perWKsub
mail,Stupid.its not possible
mail,I cant pick the phone right now. Pls send a message
mail,LOL what happens in Vegas stays in vegas
mail,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn��t make ur b��day 2 hun!"
mail,When did i use soc... I use it only at home... �� dunno how 2 type it in word ar...
mail,Dad says hurry the hell up
mail,Wake me up at  &lt;#&gt;  am morning:)
mail,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
mail,Great! I shoot big loads so get ready!
mail,I'll meet you in the lobby
mail,You still coming tonight?
mail,What happen dear tell me
mail,"Sir, i am waiting for your call, once free please call me."
mail,No i am not having not any movies in my laptop
mail,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
mail,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
mail,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
mail,I am in tirupur.  call you da.
spam,You are a winner you have been specially selected to receive �1000 cash or a �2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
mail,S:)but he had some luck.2 catches put down:)
mail,How i noe... Did �_ specify da domain as nusstu... �� still in sch...
mail,Oh...i asked for fun. Haha...take care. �_
mail,Shall i get my pouch?
mail,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
mail,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
mail,Kent vale lor... �� wait 4 me there ar?
mail,Ok. Very good. Its all about making that money.
mail,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
mail,Aight do you still want to get money
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
mail,Ok.ok ok..then..whats ur todays plan
mail,ARE YOU IN TOWN? THIS IS V. IMPORTANT
mail,"Sorry pa, i dont knw who ru pa?"
mail,Wat u doing there?
mail,If i not meeting �_ all rite then i'll go home lor. If �_ dun feel like comin it's ok.
mail,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
mail,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
mail,Networking technical support associate.
mail,I'm gonna rip out my uterus.
mail,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
mail,"Yeah why not, is the gang all ready"
mail,Blank is Blank. But wat is blank? Lol
mail,I'm in a movie... Collect car oredi...
mail,We left already we at orchard now.
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
mail,Nothing spl..wat abt u and whr ru?
mail,No chikku nt yet.. Ya i'm free
mail,"Aldrine, rakhesh ex RTM here.pls call.urgent."
mail,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
mail,I'm at home. Please call
mail,"I guess you could be as good an excuse as any, lol."
mail,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
mail,Gud mrng dear hav a nice day
mail,Old Orchard near univ. How about you?
mail,"4 tacos + 1 rajas burrito, right?"
mail,"It���s �6 to get in, is that ok?"
mail,Hows the street where the end of library walk is?
mail,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
mail,We stopped to get ice cream and will go back after
mail,Did you stitch his trouser
mail,No da. . Vijay going to talk in jaya tv
spam,2/2 146tf150p
mail,Hey i'm bored... So i'm thinking of u... So wat r u doing?
mail,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
mail,Nobody names their penis a girls name this story doesn't add up at all
mail,"Aight, let me know when you're gonna be around usf"
mail,I'm not. She lip synced with shangela.
mail,�� neva tell me how i noe... I'm not at home in da aft wat...
mail,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
mail,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
mail,"Haha... Sounds crazy, dunno can tahan anot..."
mail,Why are u up so early?
mail,Ya that one is slow as poo
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
mail,"\Im on gloucesterroad what are uup to later?\"""""
mail,Yes:)here tv is always available in work place..
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
mail,Lol no ouch but wish i'd stayed out a bit longer
mail,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
mail,We'll join the  &lt;#&gt;  bus
mail,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
mail,K.i will send in  &lt;#&gt;  min:)
mail,Would me smoking you out help us work through this difficult time
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
mail,Yes.mum lookin strong:)
mail,"Sir Goodmorning, Once free call me."
mail,Where are you call me.
mail,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
mail,Love it! The girls at the office may wonder why you are smiling but sore...
mail,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
mail,Does uncle timi help in clearing cars
mail,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
mail,Ok... But bag again..
mail,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
mail,Ok lor. Msg me b4 u call.
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876"
mail,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
mail,Then ur physics get a-?
mail,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
mail,How r �_ going to send it to me?
mail,Can you do online transaction?
mail,Dear got train and seat mine lower seat
mail,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
mail,Wat r u doing?
mail,WHORE YOU ARE UNBELIEVABLE.
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
mail,Are you sure you don't mean \get here
mail,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
mail,Love it! I want to flood that pretty pussy with cum...
mail,Hey are you angry with me. Reply me dr.
mail,Short But Cute: \Be a good person
mail,Also remember the beads don't come off. Ever.
mail,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
mail,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
mail,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
mail,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
mail,"It's ok, at least armand's still around"
mail,No da. I am happy that we sit together na
mail,Yup song bro. No creative. Neva test quality. He said check review online.
mail,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
mail,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
mail,Pls dont restrict her from eating anythin she likes for the next two days.
mail,Mm you ask him to come its enough :-)
mail,At the funeral home with Audrey and dad
mail,"Aight, can you text me the address?"
mail,Excellent! Wish we were together right now!
mail,Yep then is fine 7.30 or 8.30 for ice age.
mail,Pls i wont belive god.not only jesus.
mail,Can. Dunno wat to get 4 her...
mail,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
mail,How long does it take to get it.
mail,This is my number by vivek..
spam,74355 XMAS iscoming & ur awarded either �500 CD gift vouchers & free entry 2 r �100 weekly draw txt MUSIC to 87066 TnC
mail,"sorry brah, just finished the last of my exams, what up"
mail,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
mail,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
